Class,Sentence 1,Sentence 2,Similarity Score,Negation Count S1,Negation Count S2,Variation Type
Class 2,Incident response does not follow structured do not forensic procedures.,Forensic teams apply incident not response plans to do not investigate cyberattacks.,40.72,4,3,Odd negations - no cancel
Class 2,Data carving reconstructs lost files from raw disk data.,File carving techniques recover deleted or fragmented files.,76.78239959,0,0,Original
Class 2,Data carving reconstructs lost files not from raw do not disk data.,File carving techniques recover deleted or fragmented files.,38.39,3,0,Multiple negations S1
Class 2,Data carving reconstructs not lost files from raw disk data.,File carving techniques recover deleted or fragmented files.,38.39,1,0,Single negation S1
Class 2,Data carving reconstructs lost not files from raw do not disk data.,File carving techniques recover deleted not or fragmented files.,65.27,3,1,Odd negations - no cancel
Class 2,Data carving do not reconstructs lost files from raw disk data.,File carving techniques recover deleted or fragmented files.,65.27,2,0,Odd negations - no cancel
Class 2,Data carving reconstructs do not lost files from raw not disk data.,File carving do not techniques recover deleted or fragmented files.,38.39,3,2,Even negations - cancel
Class 2,Data carving reconstructs lost files do not from raw disk data.,File carving do not techniques recover deleted do not or fragmented files.,65.27,2,4,Odd negations - no cancel
Class 2,Data carving reconstructs lost not files from not raw disk data.,File carving techniques do not recover deleted or fragmented files.,65.27,2,2,Odd negations - no cancel
Class 2,Data carving reconstructs lost files from do not raw disk data.,File carving techniques recover do not deleted or do not fragmented files.,65.27,2,4,Even negations - cancel
Class 2,Timeline analysis reconstructs a sequence of cyber events.,Forensic investigators create event timelines to analyze attacks.,78.06037476,0,0,Original
Class 2,Timeline analysis not reconstructs a sequence of do not cyber events.,Forensic investigators not create event timelines to analyze attacks.,66.35,3,1,Even negations - cancel
Class 2,Timeline analysis do not reconstructs a do not sequence of cyber events.,Forensic investigators do not create event timelines to analyze attacks.,66.35,4,2,Odd negations - no cancel
Class 2,Timeline analysis reconstructs a sequence of cyber events.,Forensic investigators create not event timelines to analyze attacks.,39.03,0,1,Single negation S2
Class 2,Timeline analysis do not reconstructs a sequence of cyber events.,Forensic investigators not create event timelines to do not analyze attacks.,39.03,2,3,Even negations - cancel
Class 2,Timeline analysis not reconstructs a sequence of do not cyber events.,Forensic investigators create not event timelines to do not analyze attacks.,66.35,3,3,Odd negations - no cancel
Class 2,Timeline analysis reconstructs a not sequence of cyber events.,Forensic investigators create event timelines to analyze attacks.,39.03,1,0,Odd negations - no cancel
Class 2,Timeline analysis reconstructs a sequence of cyber events.,Forensic investigators create event do not timelines to not analyze attacks.,39.03,0,3,Multiple negations S2
Class 2,Timeline analysis do not reconstructs a sequence of cyber events.,Forensic investigators create event timelines to analyze attacks.,66.35,2,0,Single negation S1
Class 2,Live forensics collects volatile system data in real time.,Capturing system memory aids in investigating running processes.,83.98782149,0,0,Original
Class 2,Live forensics not collects volatile system data in not real time.,Capturing system memory aids in investigating running does not process.,71.39,2,2,Odd negations - no cancel
Class 2,Live forensics do not collects volatile system data in do not real time.,Capturing system memory aids in investigating running does not process.,71.39,4,2,Even negations - cancel
Class 2,Live forensics collects volatile not system data in real time.,Capturing system not memory aids in investigating running does not process.,71.39,1,3,Even negations - cancel
Class 2,Live forensics collects volatile do not system data in not real time.,Capturing system do not memory aids in investigating running does not process.,41.99,3,4,Odd negations - no cancel
Class 2,Live forensics collects do not volatile system data in do not real time.,Capturing system memory aids in investigating running processes.,71.39,4,0,Multiple negations S1
Class 2,Live forensics collects do not volatile system not data in real time.,Capturing system memory do not aids in investigating running does not process.,41.99,3,4,Even negations - cancel
Class 2,Live forensics do not collects volatile system not data in real time.,Capturing system memory not aids in investigating running does not process.,71.39,3,3,Odd negations - no cancel
Class 2,Live forensics collects volatile system data in real time.,Capturing system memory do not aids in investigating running does not process.,71.39,0,4,Multiple negations S2
Class 2,Forensic image acquisition preserves original digital evidence.,Disk imaging creates forensic copies of storage media for analysis.,78.16573607,0,0,Original
Class 2,Forensic image acquisition preserves original digital evidence.,Disk imaging does not creat forensic copies of storage media for analysis.,66.44,0,2,Single negation S2
Class 2,Forensic image acquisition not preserves original not digital evidence.,Disk imaging creates forensic copies of storage media for analysis.,66.44,2,0,Multiple negations S1
Class 2,Forensic image acquisition preserves original digital evidence.,Disk imaging does not creat forensic do not copies of not storage media for analysis.,39.08,0,5,Multiple negations S2
Class 2,Forensic image not acquisition preserves not original digital evidence.,Disk imaging does not creat forensic copies of storage media for analysis.,66.44,2,2,Even negations - cancel
Class 2,Forensic image acquisition preserves not original digital evidence.,Disk imaging creates forensic copies of storage media for analysis.,39.08,1,0,Odd negations - no cancel
Class 2,Forensic image not acquisition preserves original digital evidence.,Disk imaging creates forensic copies of storage media for analysis.,39.08,1,0,Single negation S1
Class 2,Forensic image acquisition preserves original not digital evidence.,Disk imaging does not creat forensic copies of do not storage media for analysis.,39.08,1,4,Even negations - cancel
Class 2,Forensic image acquisition preserves do not original digital evidence.,Disk imaging does not creat forensic not copies of storage do not media for analysis.,39.08,2,5,Even negations - cancel
Class 2,Encryption analysis decrypts protected digital data.,Forensic decryption techniques help access encrypted files.,77.92881567,0,0,Original
Class 2,Encryption analysis decrypts protected digital data.,Forensic decryption techniques help access do not encrypted files.,66.24,0,2,Single negation S2
Class 2,Encryption analysis decrypts do not protected digital data.,Forensic decryption techniques do not help access not encrypted files.,38.96,2,3,Odd negations - no cancel
Class 2,Encryption analysis decrypts do not protected digital data.,Forensic decryption techniques help access encrypted files.,66.24,2,0,Single negation S1
Class 2,Encryption analysis decrypts protected digital data.,Forensic decryption do not techniques help access not encrypted files.,38.96,0,3,Multiple negations S2
Class 2,Encryption analysis decrypts protected do not digital data.,Forensic decryption techniques help access encrypted files.,66.24,2,0,Odd negations - no cancel
Class 2,Encryption analysis not decrypts protected not digital data.,Forensic decryption not techniques help access not encrypted files.,66.24,2,2,Odd negations - no cancel
Class 2,Encryption analysis do not decrypts protected not digital data.,Forensic decryption techniques help access do not encrypted files.,38.96,3,2,Odd negations - no cancel
Class 2,Encryption analysis decrypts not protected digital data.,Forensic decryption techniques help access encrypted files.,38.96,1,0,Multiple negations S1
Class 2,USB forensics investigates unauthorized removable media usage.,Examining USB logs helps detect data breaches.,83.48398649,0,0,Original
Class 2,USB forensics do not investigates unauthorized removable media usage.,Examining USB logs does not help detect do not data breaches.,70.96,2,4,Even negations - cancel
Class 2,USB forensics investigates not unauthorized removable media usage.,Examining USB logs helps detect data breaches.,41.74,1,0,Single negation S1
Class 2,USB forensics not investigates unauthorized do not removable media usage.,Examining USB logs does not help detect data breaches.,41.74,3,2,Odd negations - no cancel
Class 2,USB forensics investigates unauthorized do not removable media usage.,Examining USB logs does not help detect data breaches.,70.96,2,2,Even negations - cancel
Class 2,USB forensics investigates not unauthorized removable not media usage.,Examining USB logs does not help detect do not data breaches.,70.96,2,4,Odd negations - no cancel
Class 2,USB forensics not investigates unauthorized removable do not media usage.,Examining USB logs does not help detect not data breaches.,70.96,3,3,Odd negations - no cancel
Class 2,USB forensics investigates unauthorized removable media usage.,Examining USB logs does not help detect data breaches.,70.96,0,2,Odd negations - no cancel
Class 2,Dark web forensics tracks illegal online activities.,Investigating hidden networks reveals cybercrime evidence.,80.21769791,0,0,Original
Class 2,Dark web forensics tracks illegal online activities.,Investigating hidden networks reveals not cybercrime evidence.,40.11,0,1,Odd negations - no cancel
Class 2,Dark web not forensics tracks illegal do not online activities.,Investigating hidden networks reveals cybercrime evidence.,40.11,3,0,Multiple negations S1
Class 2,Dark web not forensics tracks illegal online activities.,Investigating hidden networks reveals do not cybercrime evidence.,40.11,1,2,Even negations - cancel
Class 2,Dark web forensics tracks not illegal online activities.,Investigating hidden networks reveals cybercrime evidence.,40.11,1,0,Odd negations - no cancel
Class 2,Dark web forensics tracks illegal not online activities.,Investigating hidden networks reveals not cybercrime evidence.,68.19,1,1,Odd negations - no cancel
Class 2,Dark web do not forensics tracks illegal not online activities.,Investigating hidden networks not reveals cybercrime evidence.,68.19,3,1,Odd negations - no cancel
Class 2,Dark web forensics tracks illegal online activities.,Investigating hidden networks not reveals cybercrime evidence.,40.11,0,1,Multiple negations S2
Class 2,Dark web forensics not tracks illegal do not online activities.,Investigating hidden networks not reveals cybercrime evidence.,68.19,3,1,Odd negations - no cancel
Class 3,Forensic imaging creates exact copies of digital evidence.,A clustering algorithm segments data from forensic logs.,45.40614244,0,0,Original
Class 3,Forensic imaging does not creat exact copies of not digital evidence.,A clustering algorithm segments data from forensic logs.,22.7,3,0,Multiple negations S1
Class 3,Forensic imaging does not creat exact not copies of digital evidence.,A clustering algorithm segments data from forensic logs.,22.7,3,0,Multiple negations S1
Class 3,Forensic imaging does not creat exact copies of digital evidence.,A clustering not algorithm segments data from do not forensic logs.,22.7,2,3,Even negations - cancel
Class 3,Forensic imaging creates exact copies of digital evidence.,A clustering not algorithm segments data do not from not forensic logs.,38.6,0,4,Multiple negations S2
Class 3,Forensic imaging does not creat exact copies of digital evidence.,A clustering algorithm segments data from forensic logs.,38.6,2,0,Odd negations - no cancel
Class 3,Network packet analysis detects cyber intrusions.,A neural network identifies anomalies in forensic network data.,41.4923779,0,0,Original
Class 3,Network packet analysis does not detect cyber intrusions.,A neural network does not identifi anomalies in do not forensic network data.,35.27,2,4,Even negations - cancel
Class 3,Network packet analysis does not detect cyber intrusions.,A neural network identifies anomalies in forensic network data.,35.27,2,0,Odd negations - no cancel
Class 3,Network packet analysis detects cyber intrusions.,A neural network does not identifi anomalies in forensic network data.,35.27,0,2,Odd negations - no cancel
Class 3,Network packet analysis does not detect cyber intrusions.,A neural network does not identifi anomalies in forensic network data.,35.27,2,2,Even negations - cancel
Class 3,Forensic hashing verifies digital file authenticity.,A decision tree classifies cyber threats based on forensic data.,46.17211821,0,0,Original
Class 3,Forensic hashing verifies digital file authenticity.,A decision tree does not classifi cyber do not threats based on forensic data.,39.25,0,4,Multiple negations S2
Class 3,Forensic hashing verifies digital file authenticity.,A decision tree does not classifi cyber threats based on forensic data.,39.25,0,2,Single negation S2
Class 3,Forensic hashing not verifies digital file authenticity.,A decision tree classifies cyber threats based on forensic data.,23.09,1,0,Single negation S1
Class 3,Forensic hashing verifies not digital file authenticity.,A decision tree does not classifi cyber threats based on forensic data.,23.09,1,2,Even negations - cancel
Class 3,Forensic hashing do not verifies digital do not file authenticity.,A decision tree does not classifi cyber threats based on not forensic data.,23.09,4,3,Odd negations - no cancel
Class 3,File system analysis recovers lost data.,A recommendation engine suggests forensic tools for analysis.,42.93960383,0,0,Original
Class 3,File system not analysis recovers not lost data.,A recommendation engine suggests forensic tools for analysis.,36.5,2,0,Multiple negations S1
Class 3,File system analysis do not recovers lost data.,A recommendation engine suggests do not forensic tools for analysis.,36.5,2,2,Odd negations - no cancel
Class 3,File system analysis do not recovers lost data.,A recommendation engine suggests forensic tools for analysis.,36.5,2,0,Multiple negations S1
Class 3,File system analysis recovers not lost data.,A recommendation engine suggests not forensic tools for analysis.,36.5,1,1,Odd negations - no cancel
Class 3,File system analysis recovers lost data.,A recommendation do not engine suggests forensic tools for analysis.,36.5,0,2,Single negation S2
Class 3,Malware forensics investigates digital infections.,A blockchain ledger records forensic evidence securely.,42.24000006,0,0,Original
Class 3,Malware forensics not investigates digital infections.,A blockchain ledger not records forensic do not evidence securely.,35.9,1,3,Odd negations - no cancel
Class 3,Malware forensics investigates not digital infections.,A blockchain ledger not records forensic do not evidence securely.,35.9,1,3,Even negations - cancel
Class 3,Malware forensics do not investigates digital infections.,A blockchain do not ledger records forensic not evidence securely.,21.12,2,3,Odd negations - no cancel
Class 3,Malware forensics investigates digital infections.,A blockchain not ledger records forensic do not evidence securely.,21.12,0,3,Multiple negations S2
Class 3,Malware forensics not investigates digital infections.,A blockchain ledger records forensic evidence securely.,21.12,1,0,Single negation S1
Class 3,Timestamp analysis tracks user activity.,Anomaly detection models identify forensic irregularities in logs.,40.28115139,0,0,Original
Class 3,Timestamp analysis tracks user activity.,Anomaly detection models identify forensic do not irregularities in logs.,34.24,0,2,Single negation S2
Class 3,Timestamp analysis not tracks user activity.,Anomaly detection do not models identify forensic do not irregularities in logs.,20.14,1,4,Odd negations - no cancel
Class 3,Timestamp analysis not tracks user activity.,Anomaly detection do not models identify forensic irregularities in logs.,20.14,1,2,Even negations - cancel
Class 3,Timestamp analysis tracks user activity.,Anomaly detection do not models identify forensic irregularities in logs.,34.24,0,2,Odd negations - no cancel
Class 3,Timestamp analysis tracks user activity.,Anomaly detection models not identify forensic not irregularities in logs.,34.24,0,2,Multiple negations S2
Class 3,Steganalysis uncovers hidden messages in images.,A graph algorithm maps connections between cyber attackers.,49.93809981,0,0,Original
Class 3,Steganalysis uncovers hidden not messages in images.,A graph algorithm maps connections between cyber attackers.,24.97,1,0,Multiple negations S1
Class 3,Steganalysis uncovers not hidden messages in images.,A graph not algorithm maps connections between not cyber attackers.,24.97,1,2,Odd negations - no cancel
Class 3,Steganalysis uncovers hidden not messages in images.,A graph do not algorithm maps connections between do not cyber attackers.,24.97,1,4,Even negations - cancel
Class 3,Steganalysis uncovers hidden do not messages in images.,A graph algorithm maps connections between cyber attackers.,42.45,2,0,Single negation S1
Class 3,Steganalysis uncovers hidden messages in images.,A graph algorithm not maps connections not between cyber attackers.,42.45,0,2,Multiple negations S2
Class 3,Memory forensics retrieves running processes in real time.,A priority queue manages forensic task processing.,49.53946429,0,0,Original
Class 3,Memory forensics retrieves running does not process in not real time.,A priority queue does not manag forensic not task processing.,42.11,3,3,Odd negations - no cancel
Class 3,Memory forensics retrieves running does not process in real time.,A priority queue does not manag forensic task processing.,42.11,2,2,Odd negations - no cancel
Class 3,Memory forensics retrieves running does not process in real time.,A priority queue manages forensic task processing.,42.11,2,0,Single negation S1
Class 3,Memory forensics retrieves running processes in real time.,A priority queue does not manag forensic task processing.,42.11,0,2,Single negation S2
Class 3,Forensic auditing detects unauthorized system access.,A logistic regression model predicts digital evidence authenticity.,47.55491531,0,0,Original
Class 3,Forensic auditing detects unauthorized system access.,A logistic regression not model predicts digital do not evidence authenticity.,23.78,0,3,Multiple negations S2
Class 3,Forensic auditing does not detect unauthorized not system access.,A logistic regression model predicts do not digital evidence authenticity.,23.78,3,2,Odd negations - no cancel
Class 3,Forensic auditing does not detect unauthorized not system access.,A logistic regression model do not predicts digital not evidence authenticity.,40.42,3,3,Even negations - cancel
Class 3,Forensic auditing does not detect unauthorized system access.,A logistic regression model predicts digital evidence authenticity.,40.42,2,0,Single negation S1
Class 3,Forensic auditing does not detect unauthorized system access.,A logistic regression model predicts digital do not evidence authenticity.,40.42,2,2,Even negations - cancel
Class 3,Network forensic techniques identify hacker footprints.,A queue processes forensic log files in real-time analysis.,48.25928418,0,0,Original
Class 3,Network forensic do not techniques identify do not hacker footprints.,A queue does not process forensic log files in not real-time analysis.,24.13,4,3,Even negations - cancel
Class 3,Network forensic techniques identify hacker footprints.,A queue does not process forensic log files in real-time analysis.,41.02,0,2,Odd negations - no cancel
Class 3,Network forensic techniques identify hacker footprints.,A queue does not process forensic log do not files in do not real-time analysis.,41.02,0,6,Multiple negations S2
Class 3,Network forensic techniques identify hacker footprints.,A queue does not process forensic not log files in real-time analysis.,24.13,0,3,Multiple negations S2
Class 3,Network forensic techniques not identify hacker footprints.,A queue does not process forensic do not log files in do not real-time analysis.,24.13,1,6,Odd negations - no cancel
Class 4,File carving retrieves deleted digital artifacts.,A sorting algorithm arranges numbers in ascending order.,23.04234763,0,0,Original
Class 4,File carving retrieves do not deleted digital artifacts.,A sorting algorithm arranges numbers in ascending order.,19.59,2,0,Single negation S1
Class 4,File carving retrieves deleted digital artifacts.,A sorting algorithm do not arranges numbers in do not ascending order.,19.59,0,4,Multiple negations S2
Class 4,File carving do not retrieves deleted digital artifacts.,A sorting algorithm do not arranges numbers in do not ascending order.,19.59,2,4,Even negations - cancel
Class 4,File carving not retrieves deleted do not digital artifacts.,A sorting algorithm arranges numbers in ascending order.,11.52,3,0,Multiple negations S1
Class 4,File carving do not retrieves deleted not digital artifacts.,A sorting algorithm arranges not numbers in ascending order.,19.59,3,1,Even negations - cancel
Class 4,Digital evidence integrity is crucial in forensic analysis.,A binary search algorithm finds elements efficiently.,35.24222207,0,0,Original
Class 4,Digital evidence integrity isn't crucial in do not forensic analysis.,A binary search do not algorithm finds do not elements efficiently.,17.62,3,4,Odd negations - no cancel
Class 4,Digital evidence integrity is crucial in forensic analysis.,A binary search algorithm finds not elements efficiently.,17.62,0,1,Odd negations - no cancel
Class 4,Digital evidence integrity isn't crucial in forensic analysis.,A binary search algorithm finds elements efficiently.,17.62,1,0,Single negation S1
Class 4,Digital evidence integrity isn't crucial in forensic analysis.,A binary search algorithm finds not elements efficiently.,29.96,1,1,Even negations - cancel
Class 4,Digital evidence integrity is crucial in forensic analysis.,A binary not search algorithm finds do not elements efficiently.,17.62,0,3,Multiple negations S2
Class 4,Forensic disk imaging preserves original evidence.,"A queue follows the first-in, first-out principle.",25.76975913,0,0,Original
Class 4,Forensic disk imaging preserves do not original evidence.,"A queue does not follow the do not first-in, first-out principle.",21.9,2,4,Odd negations - no cancel
Class 4,Forensic disk imaging preserves original evidence.,"A queue does not follow the first-in, first-out principle.",21.9,0,2,Single negation S2
Class 4,Forensic disk do not imaging preserves not original evidence.,"A queue does not follow the not first-in, first-out principle.",21.9,3,3,Odd negations - no cancel
Class 4,Forensic disk imaging not preserves original evidence.,"A queue follows the first-in, first-out principle.",12.88,1,0,Single negation S1
Class 4,Forensic disk imaging not preserves original evidence.,"A queue does not follow the first-in, not first-out principle.",21.9,1,3,Even negations - cancel
Class 4,Cryptographic hashing verifies forensic file authenticity.,A linked list dynamically stores elements in memory.,26.99237875,0,0,Original
Class 4,Cryptographic hashing verifies do not forensic file authenticity.,A linked list dynamically not stores elements in memory.,13.5,2,1,Odd negations - no cancel
Class 4,Cryptographic hashing verifies forensic file authenticity.,A linked list not dynamically stores elements in memory.,13.5,0,1,Multiple negations S2
Class 4,Cryptographic hashing verifies do not forensic file authenticity.,A linked list not dynamically stores elements in memory.,13.5,2,1,Even negations - cancel
Class 4,Cryptographic hashing verifies forensic not file authenticity.,A linked list do not dynamically stores do not elements in memory.,13.5,1,4,Odd negations - no cancel
Class 4,Memory forensics extracts running process data.,Dijkstras algorithm finds the shortest path in a network.,32.94968734,0,0,Original
Class 4,Memory forensics extracts running process data.,Dijkstras algorithm finds the do not shortest path in a network.,28.01,0,2,Single negation S2
Class 4,Memory forensics extracts running do not process data.,Dijkstras algorithm finds the shortest path in a network.,28.01,2,0,Odd negations - no cancel
Class 4,Memory forensics extracts running not process data.,Dijkstras algorithm not finds the shortest do not path in a network.,28.01,1,3,Odd negations - no cancel
Class 4,Memory forensics not extracts running do not process data.,Dijkstras algorithm finds the shortest do not path in a network.,16.47,3,2,Even negations - cancel
Class 4,Memory forensics extracts running process data.,Dijkstras algorithm finds the shortest not path in a network.,16.47,0,1,Odd negations - no cancel
Class 4,Steganography hides data within images and files.,Heap sort arranges elements based on priority.,22.14810418,0,0,Original
Class 4,Steganography hides data not within images do not and files.,Heap sort arranges not elements based on priority.,18.83,3,1,Odd negations - no cancel
Class 4,Steganography hides data within images and files.,Heap sort arranges elements not based on priority.,11.07,0,1,Odd negations - no cancel
Class 4,Steganography hides data within images and files.,Heap sort arranges not elements based on priority.,11.07,0,1,Single negation S2
Class 4,Steganography hides do not data within images do not and files.,Heap sort arranges elements based on priority.,18.83,4,0,Multiple negations S1
Class 4,Steganography hides data within images not and files.,Heap sort arranges elements based on priority.,11.07,1,0,Single negation S1
Class 4,Cyber threat analysis relies on forensic techniques.,A spanning tree connects all network nodes with minimal edges.,21.89270178,0,0,Original
Class 4,Cyber threat analysis relies on forensic techniques.,A spanning tree not connects all network not nodes with minimal edges.,18.61,0,2,Multiple negations S2
Class 4,Cyber threat analysis do not relies on not forensic techniques.,A spanning tree not connects all network nodes with not minimal edges.,10.95,3,2,Even negations - cancel
Class 4,Cyber threat not analysis relies on forensic techniques.,A spanning tree connects all network nodes with not minimal edges.,18.61,1,1,Odd negations - no cancel
Class 4,Cyber threat not analysis relies on forensic techniques.,A spanning tree do not connects all network not nodes with minimal edges.,18.61,1,3,Odd negations - no cancel
Class 4,Cyber threat analysis relies on forensic techniques.,A spanning do not tree connects all network nodes with minimal edges.,18.61,0,2,Single negation S2
Class 4,Forensic data logging tracks system activities.,A recursive function calls itself in programming logic.,32.57609324,0,0,Original
Class 4,Forensic data not logging tracks system activities.,A recursive function calls itself in programming logic.,16.29,1,0,Single negation S1
Class 4,Forensic data logging tracks not system activities.,A recursive not function calls do not itself in programming logic.,27.69,1,3,Odd negations - no cancel
Class 4,Forensic data not logging tracks do not system activities.,A recursive function calls itself in programming logic.,16.29,3,0,Multiple negations S1
Class 4,Forensic data not logging tracks not system activities.,A recursive function calls itself in not programming logic.,16.29,2,1,Even negations - cancel
Class 4,Forensic data logging not tracks system activities.,A recursive function calls itself in programming logic.,16.29,1,0,Odd negations - no cancel
Class 4,Forensic examiners recover deleted messages from devices.,"A stack follows the last-in, first-out principle.",23.81222951,0,0,Original
Class 4,Forensic examiners recover deleted not messages from devices.,"A stack does not follow the last-in, first-out principle.",11.91,1,2,Even negations - cancel
Class 4,Forensic examiners recover deleted do not messages from devices.,"A stack follows the last-in, first-out principle.",20.24,2,0,Single negation S1
Class 4,Forensic examiners do not recover deleted messages from devices.,"A stack does not follow the not last-in, first-out principle.",11.91,2,3,Even negations - cancel
Class 4,Forensic examiners recover do not deleted messages not from devices.,"A stack does not follow the last-in, first-out principle.",11.91,3,2,Even negations - cancel
Class 4,Forensic examiners recover deleted messages from devices.,"A stack does not follow the last-in, first-out principle.",20.24,0,2,Single negation S2
Class 4,Cloud forensics gathers evidence from remote servers.,Graph traversal algorithms explore node connections.,33.92440311,0,0,Original
Class 4,Cloud forensics gathers evidence from remote servers.,Graph traversal algorithms not explore node connections.,16.96,0,1,Multiple negations S2
Class 4,Cloud forensics gathers evidence do not from remote servers.,Graph traversal not algorithms explore do not node connections.,16.96,2,3,Odd negations - no cancel
Class 4,Cloud forensics not gathers evidence from do not remote servers.,Graph traversal algorithms explore node connections.,16.96,3,0,Multiple negations S1
Class 4,Cloud forensics gathers evidence from remote servers.,Graph traversal not algorithms explore node connections.,16.96,0,1,Odd negations - no cancel
Class 4,Cloud forensics gathers not evidence from remote servers.,Graph traversal algorithms explore node connections.,16.96,1,0,Single negation S1
Class 1,Edge computing processes data closer to the source.,Computing at the network edge reduces latency and improves speed.,96.49816314,0,0,Original
Class 1,Edge computing does not process data closer to the source.,Computing at the network edge reduces latency and improves speed.,82.02,2,0,Single negation S1
Class 1,Edge computing processes data closer to the source.,Computing at the network edge reduces latency and does not improv speed.,82.02,0,2,Single negation S2
Class 1,Edge computing does not process data closer to the source.,Computing at the network edge reduces latency and does not improv speed.,82.02,2,2,Even negations - cancel
Class 1,Edge computing does not process data not closer to the source.,Computing at the network edge do not reduces latency and does not improv speed.,48.25,3,4,Even negations - cancel
Class 1,Edge computing does not process data closer to the source.,Computing at the network not edge reduces latency and does not improv speed.,48.25,2,3,Even negations - cancel
Class 1,Edge computing does not process data not closer to the source.,Computing at the network edge reduces latency and does not improv speed.,48.25,3,2,Even negations - cancel
Class 1,Edge computing does not process data do not closer to the source.,Computing at the network edge reduces latency and does not improv speed.,82.02,4,2,Odd negations - no cancel
Class 1,Edge computing does not process data closer to the source.,Computing at the do not network edge reduces latency and does not improv speed.,82.02,2,4,Odd negations - no cancel
Class 1,Edge computing does not process data not closer to the source.,Computing at the network edge reduces latency and improves speed.,48.25,3,0,Multiple negations S1
Class 1,Edge computing processes data closer to the source.,Computing at the not network edge reduces latency and does not improv speed.,48.25,0,3,Multiple negations S2
Class 1,Edge computing does not process data do not closer to the source.,Computing at the network edge reduces latency and improves speed.,82.02,4,0,Multiple negations S1
Class 1,Edge computing processes data closer to the source.,Computing at the network not edge reduces latency and does not improv speed.,48.25,0,3,Multiple negations S2
Class 1,Fog computing extends cloud capabilities to local networks.,Fog nodes process data near devices before sending it to the cloud.,85.87541066,0,0,Original
Class 1,Fog computing not extends cloud capabilities to local networks.,Fog nodes process data near devices before sending it to the cloud.,42.94,1,0,Single negation S1
Class 1,Fog computing extends cloud capabilities to local networks.,Fog nodes do not process data near devices before sending it to the cloud.,72.99,0,2,Single negation S2
Class 1,Fog computing extends do not cloud capabilities to local networks.,Fog nodes do not process data near devices before sending it to the cloud.,72.99,2,2,Even negations - cancel
Class 1,Fog computing do not extends cloud not capabilities to local networks.,Fog nodes process data do not near devices not before sending it to the cloud.,72.99,3,3,Even negations - cancel
Class 1,Fog computing extends cloud capabilities to do not local networks.,Fog nodes do not process data near do not devices before sending it to the cloud.,72.99,2,4,Even negations - cancel
Class 1,Fog computing extends do not cloud capabilities to not local networks.,Fog nodes process data near not devices before sending it to the cloud.,72.99,3,1,Even negations - cancel
Class 1,Fog computing extends not cloud capabilities to not local networks.,Fog nodes not process data near devices before sending it to the cloud.,42.94,2,1,Odd negations - no cancel
Class 1,Fog computing extends cloud capabilities to not local networks.,Fog nodes do not process data near devices before not sending it to the cloud.,72.99,1,3,Odd negations - no cancel
Class 1,Fog computing not extends cloud capabilities to do not local networks.,Fog nodes process data near devices do not before sending not it to the cloud.,72.99,3,3,Odd negations - no cancel
Class 1,Fog computing extends cloud do not capabilities to not local networks.,Fog nodes do not process data near not devices before sending not it to the cloud.,42.94,3,4,Odd negations - no cancel
Class 1,Fog computing extends cloud capabilities to not local networks.,Fog nodes process data near devices before sending it to the cloud.,42.94,1,0,Odd negations - no cancel
Class 1,Fog computing extends cloud capabilities to local networks.,Fog nodes not process data near devices before sending it to the cloud.,42.94,0,1,Odd negations - no cancel
Class 1,Fog computing extends not cloud capabilities to not local networks.,Fog nodes process data near devices before sending it to the cloud.,72.99,2,0,Multiple negations S1
Class 1,Fog computing extends cloud capabilities to local networks.,Fog nodes process data not near devices before not sending it to the cloud.,72.99,0,2,Multiple negations S2
Class 1,Fog computing do not extends cloud capabilities to do not local networks.,Fog nodes process data near devices before sending it to the cloud.,72.99,4,0,Multiple negations S1
Class 1,Fog computing extends cloud capabilities to local networks.,Fog nodes process data do not near devices before do not sending it to the cloud.,72.99,0,4,Multiple negations S2
Class 1,Edge devices reduce network congestion.,Processing data at the edge minimizes bandwidth usage in IoT applications.,86.02417378,0,0,Original
Class 1,Edge devices reduce not network congestion.,Processing data at the edge minimizes bandwidth usage in IoT applications.,43.01,1,0,Single negation S1
Class 1,Edge devices reduce network congestion.,Processing data at the edge not minimizes bandwidth usage in IoT applications.,43.01,0,1,Single negation S2
Class 1,Edge devices reduce not network congestion.,Processing data at the edge minimizes bandwidth usage in not IoT applications.,73.12,1,1,Even negations - cancel
Class 1,Edge devices not reduce network congestion.,Processing data at the edge minimizes bandwidth usage in do not IoT applications.,43.01,1,2,Even negations - cancel
Class 1,Edge devices do not reduce network congestion.,Processing data at the do not edge minimizes bandwidth usage in not IoT applications.,43.01,2,3,Even negations - cancel
Class 1,Edge devices reduce not network congestion.,Processing data at the edge do not minimizes bandwidth usage in IoT applications.,43.01,1,2,Even negations - cancel
Class 1,Edge devices reduce do not network congestion.,Processing data at the edge minimizes bandwidth usage in do not IoT applications.,73.12,2,2,Odd negations - no cancel
Class 1,Edge devices do not reduce network congestion.,Processing data at the edge minimizes bandwidth do not usage in not IoT applications.,43.01,2,3,Odd negations - no cancel
Class 1,Edge devices reduce not network congestion.,Processing data at the do not edge minimizes bandwidth do not usage in IoT applications.,43.01,1,4,Odd negations - no cancel
Class 1,Edge devices do not reduce network congestion.,Processing data at the edge do not minimizes bandwidth usage in do not IoT applications.,73.12,2,4,Odd negations - no cancel
Class 1,Edge devices reduce network congestion.,Processing data at the edge minimizes do not bandwidth usage in IoT applications.,73.12,0,2,Odd negations - no cancel
